drillhole,date,block,easting,northing,elev,x,y,z
T1YB0508,2003-07-16,C027,E150,S700,257.77,588040.889,1053401.789,259.91
T1YB0509,2003-07-18,C027,E050,S700,277.01,587940.943,1053398.485,278.607
T1YB0510,2003-07-21,C027,E050,S675,272.92,587940.117,1053423.471,272.878
T1YB0511,2003-07-15,C019,E775,S625,293.26,587763.561,1053467.661,295.595
T1YB0512,2003-07-17,C019,E675,S725,302.38,587666.92,1053364.412,304.7
T1YB0513,2003-07-16,C024,E075,S500,248.62,587959.321,1053599.202,250.209
T1YB0514,2003-07-18,C024,E100,S500,246.26,587984.307,1053600.028,247.532
T1YB0515,2003-07-19,C024,E125,S475,239.82,588008.468,1053625.84,240.863
T1YB0516,2003-07-16,C019,E825,S625,282.96,587813.533,1053469.314,284.145
T1YB0517,2003-07-18,C019,E825,S600,280.05,587812.707,1053494.3,282.534
T1YB0518,2003-07-17,C016,E700,S525,278.07,587685.297,1053565.128,278.955
T1YB0519,2003-07-21,C019,E800,S625,289.81,587788.547,1053468.487,292.371
T1YB0520,2003-07-18,C016,E750,S575,282.13,587736.922,1053516.808,285.528
T1YB0521,2003-07-19,C016,E725,S525,278.92,587710.284,1053565.955,279.462
T1YB0522,2003-07-19,C016,E650,S500,256.2,587634.498,1053588.463,255.222
T1YB0523,2003-07-19,C027,E175,S600,237.33,588062.571,1053502.561,239.14
T1YB0524,2003-07-28,C027,E175,S625,241.55,588063.397,1053477.575,243.963
T1YB0525,2003-07-29,C027,E175,S650,242.28,588064.223,1053452.588,246.022
T1YB0526,2003-07-18,C016,E750,S550,278.22,587736.096,1053541.794,281.525
T1YB0527,2003-07-19,C016,E825,S575,274.99,587811.881,1053519.286,277.49
T1YB0528,2003-07-23,C016,E850,S575,270.66,587836.868,1053520.112,272.791
T1YB0529,2003-07-26,C016,E875,S575,270.31,587861.854,1053520.938,271.692
T1YB0530,2003-07-19,C024,E075,S475,241.55,587958.495,1053624.188,242.306
T1YB0531,2003-07-21,C024,E100,S475,239.57,587983.481,1053625.014,240.554
T1YB0532,2003-07-23,C024,E050,S475,242.67,587933.509,1053623.362,244.515
T1YB0533,2003-07-21,C019,E750,S600,291.47,587737.748,1053491.822,293.451
T1YB0534,2003-07-21,C024,E150,S475,234.82,588033.454,1053626.667,236.89
T1YB0535,2003-07-24,C024,E100,S525,249.8,587985.133,1053575.042,250.966
T1YB0536,2003-07-28,C024,E100,S550,250.37,587985.96,1053550.055,251.701
T1YB0537,2003-07-22,C016,E675,S500,265.31,587659.485,1053589.289,264.254
T1YB0538,2003-07-22,C016,E775,S550,279.1,587761.082,1053542.62,277.812
T1YB0539,2003-07-23,C016,E775,S575,285.74,587761.909,1053517.634,286.126
T1YB0540,2003-07-23,C016,E750,S525,271.19,587735.27,1053566.781,275.511
T1YB0541,2003-07-24,C016,E800,S550,281.1,587786.069,1053543.446,282.426
T1YB0542,2003-07-24,C016,E700,S500,266.47,587684.471,1053590.115,267.312
T1YB0543,2003-07-24,C019,E775,S600,291.37,587762.735,1053492.648,292.277
T1YB0544,2003-07-26,C016,E775,S525,275.78,587760.256,1053567.607,273.922
T1YB0545,2003-07-28,C016,E725,S500,271.84,587709.458,1053590.941,271.635
T1YB0546,2003-07-26,C024,E050,S450,241.89,587932.682,1053648.348,243.61
T1YB0547,2003-07-28,C024,E025,S450,247.31,587907.696,1053647.522,249
T1YB0548,2003-07-29,C024,E000,S450,251.27,587882.71,1053646.696,254.535
T1YB0549,2003-07-29,C016,E875,S450,258.86,587857.723,1053645.87,261.052
T1YB0550,2003-07-26,C016,E650,S475,249.59,587633.672,1053613.449,246.982
T1YB0551,2003-07-28,C016,E800,S575,281.19,587786.895,1053518.46,285.236
T1YB0552,2003-07-28,C024,E000,S575,269.78,587886.84,1053521.765,271.118
T1YB0553,2003-07-29,C027,E000,S600,273.54,587887.666,1053496.778,275.429
T1YB0554,2003-08-01,C019,E850,S600,277.27,587837.694,1053495.126,277.285
T1YB0555,2003-07-29,C027,E075,S675,269.9,587965.104,1053424.297,271.034
T1YB0556,2003-07-30,C027,E075,S700,267.29,587965.93,1053399.311,272.178
T1YB0557,2003-08-01,C027,E100,S675,264.49,587990.09,1053425.124,266.001
T1YB0558,2003-07-29,C016,E675,S475,255.82,587658.659,1053614.275,256.006
T1YB0559,2003-07-30,C016,E800,S525,278.41,587785.243,1053568.433,279.505
T1YB0560,2003-07-29,C027,E175,S675,243.78,588065.049,1053427.602,245.583
T1YB0561,2003-07-30,C027,E200,S700,241.95,588090.862,1053403.442,243.154
T1YB0562,2003-08-01,C027,E150,S600,244.42,588037.584,1053501.735,245.906
T1YB0563,2003-07-29,C024,E100,S575,251.56,587986.786,1053525.069,251.462
T1YB0564,2003-08-01,C027,E100,S600,247.69,587987.612,1053500.083,249.13
T1YB0565,2003-08-02,C027,E075,S600,254.89,587962.625,1053499.256,255.93
T1YB0566,2003-08-01,C024,E000,S425,247.61,587881.884,1053671.683,248.987
T1YB0567,2003-08-02,C016,E875,S400,245.42,587856.071,1053695.843,247.205
T1YB0568,2003-08-04,C024,E075,S450,234.12,587957.669,1053649.175,236.14
T1YB0569,2003-07-29,C019,E800,S600,287.77,587787.721,1053493.474,290.112
T1YB0570,2003-07-30,C016,E750,S500,267.34,587734.444,1053591.767,269.583
T1YB0571,2003-07-31,C016,E875,S425,250.83,587856.897,1053670.857,253.101
T1YB0572,2003-07-30,C016,E850,S450,264.37,587832.737,1053645.044,266.487
T1YB0573,2003-07-31,C016,E775,S500,269.78,587759.43,1053592.593,268.957
T1YB0574,2003-07-31,C016,E825,S525,275.92,587810.229,1053569.259,277.695
T1YB0575,2003-08-01,C016,E700,S475,260.76,587683.645,1053615.101,260.793
T1YB0576,2003-08-02,C016,E800,S500,275.91,587784.417,1053593.419,274.684
T1YB0577,2003-08-02,C016,E850,S525,272.23,587835.215,1053570.085,273.547
T1YB0578,2003-08-02,C016,E850,S425,257.53,587831.911,1053670.03,261.024
T1YB0579,2003-08-02,C016,E825,S450,266.87,587807.751,1053644.218,268.125
T1YB0580,2003-08-02,C019,E875,S600,278.56,587862.68,1053495.952,279.526
T1YB0581,2003-08-04,C019,E825,S675,283.63,587815.186,1053419.341,285.369
T1YB0582,2003-08-05,C019,E800,S675,287.44,587790.199,1053418.515,287.939
T1YB0583,2003-08-04,C027,E100,S650,262.3,587989.264,1053450.11,263.786
T1YB0584,2003-08-06,C027,E025,S700,280.61,587915.957,1053397.659,281.554
T1YB0585,2003-08-14,C027,E000,S700,283.57,587890.971,1053396.833,284.606
T1YB0586,2003-08-02,C016,E850,S400,252.04,587831.085,1053695.017,255.409
T1YB0587,2003-08-02,C027,E125,S600,248.3,588012.598,1053500.909,248.209
T1YB0588,2003-08-05,C027,E125,S675,258.21,588015.076,1053425.95,259.92
T1YB0589,2003-08-06,C027,E125,S650,257.28,588014.25,1053450.936,258.872
T1YB0590,2003-08-04,C016,E725,S475,261.9,587708.631,1053615.927,263.247
T1YB0591,2003-08-04,C016,E825,S425,262.44,587806.925,1053669.204,262.923
T1YB0592,2003-08-04,C016,E825,S500,274.97,587809.403,1053594.245,276.254
T1YB0593,2003-08-05,C024,E075,S425,231.36,587956.843,1053674.161,234.534
T1YB0594,2003-08-08,C024,E050,S425,236.59,587931.856,1053673.335,237.751
T1YB0595,2003-08-08,C024,E025,S425,239.11,587906.87,1053672.509,242.222
T1YB0596,2003-08-05,C016,E825,S400,255.88,587806.098,1053694.191,256.781
T1YB0597,2003-08-05,C016,E850,S375,241.63,587830.259,1053720.003,248.35
T1YB0598,2003-08-05,C024,E075,S575,257.82,587961.799,1053524.243,259.019
T1YB0599,2003-08-06,C024,E075,S550,255.22,587960.973,1053549.229,257.111
T1YB0600,2003-08-09,C024,E075,S525,252.83,587960.147,1053574.216,253.85
T1YB0601,2003-08-06,C019,E800,S700,288.57,587791.025,1053393.528,289.782
T1YB0602,2003-08-07,C019,E775,S700,291.53,587766.039,1053392.702,291.484
T1YB0603,2003-08-08,C019,E775,S675,288.46,587765.213,1053417.689,289.533
T1YB0604,2003-08-05,C016,E800,S450,266.8,587782.764,1053643.392,266.371
T1YB0605,2003-08-08,C027,E125,S625,254.14,588013.424,1053475.922,255.383
T1YB0606,2003-08-13,C027,E100,S625,256.56,587988.438,1053475.096,257.655
T1YB0607,2003-08-14,C027,E075,S625,256.64,587963.451,1053474.27,257.492
T1YB0608,2003-08-07,C016,E750,S475,259.28,587733.618,1053616.753,261.271
T1YB0609,2003-08-06,C016,E850,S500,266.72,587834.389,1053595.071,270.537
T1YB0610,2003-08-06,C016,E800,S425,260.9,587781.938,1053668.378,260.911
T1YB0611,2003-08-07,C016,E800,S400,255.99,587781.112,1053693.365,255.956
T1YB0612,2003-08-08,C016,E775,S475,264.62,587758.604,1053617.579,263.66
T1YB0613,2003-08-08,C016,E825,S350,242.14,587804.446,1053744.163,244.596
T1YB0614,2003-08-11,C024,E000,S400,238.87,587881.058,1053696.669,242.022
T1YB0615,2003-08-11,C024,E025,S400,233.02,587906.044,1053697.495,235.639
T1YB0616,2003-08-13,C016,E875,S375,238.13,587855.245,1053720.829,240.625
T1YB0617,2003-08-09,C019,E825,S700,287.96,587816.012,1053394.355,288.75
T1YB0618,2003-08-14,C019,E875,S675,284.81,587865.158,1053420.993,285.548
T1YB0619,2003-08-15,C019,E875,S700,287.74,587865.984,1053396.007,288.401
T1YB0620,2003-08-09,C016,E775,S425,255.27,587756.952,1053667.552,254.407
T1YB0621,2003-08-11,C016,E775,S400,252.7,587756.126,1053692.538,251.275
T1YB0622,2003-08-11,C016,E800,S475,271.76,587783.59,1053618.406,270.687
T1YB0623,2003-08-13,C016,E800,S350,244.14,587779.46,1053743.337,244.624
T1YB0624,2003-08-12,C016,E825,S375,250.2,587805.272,1053719.177,251.043
T1YB0625,2003-08-12,C016,E775,S450,261.53,587757.778,1053642.566,258.818
T1YB0626,2003-08-13,C024,E025,S500,248.72,587909.348,1053597.55,249.779
T1YB0627,2003-08-14,C024,E050,S500,248.64,587934.335,1053598.376,249.408
T1YB0628,2003-08-28,C019,E600,S775,310.4,587593.613,1053311.961,310.567
T1YB0629,2003-08-14,C016,E850,S350,232.53,587829.433,1053744.989,236.376
T1YB0630,2003-08-15,C016,E875,S350,231.56,587854.419,1053745.816,233.538
T1YB0631,2003-08-19,C024,E000,S375,224.73,587880.231,1053721.655,228.761
T1YB0632,2003-08-13,C016,E750,S400,244.82,587731.139,1053691.712,242.903
T1YB0633,2003-08-14,C016,E825,S475,272.14,587808.577,1053619.232,273.296
T1YB0634,2003-08-15,C016,E750,S425,242.92,587731.966,1053666.726,245.714
T1YB0635,2003-08-15,C027,E000,S675,281.67,587890.145,1053421.819,282.746
T1YB0636,2003-08-18,C027,E025,S675,274.36,587915.131,1053422.645,276.639
T1YB0637,2003-08-19,C027,E025,S650,274.02,587914.305,1053447.632,275.408
T1YB0638,2003-08-15,C027,E050,S625,259.62,587938.465,1053473.444,260.872
T1YB0639,2003-08-16,C027,E050,S600,261.99,587937.639,1053498.43,262.864
T1YB0640,2003-08-15,C016,E750,S450,250.79,587732.792,1053641.74,252.703
T1YB0641,2003-08-15,C016,E775,S350,239.63,587754.474,1053742.511,240.987
T1YB0642,2003-08-19,C024,E050,S575,260.99,587936.813,1053523.417,262.914
T1YB0643,2003-08-16,C016,E725,S400,238.64,587706.153,1053690.886,241.612
T1YB0644,2003-08-18,C016,E850,S475,266.59,587833.563,1053620.058,269.726
T1YB0645,2003-08-18,C019,E875,S725,286.17,587866.811,1053371.02,285.187
T1YB0646,2003-08-19,C019,E850,S725,283.67,587841.824,1053370.194,285.343
T1YB0647,2003-08-21,C019,E825,S725,286.32,587816.838,1053369.368,287.168
T1YB0648,2003-08-18,C016,E725,S425,245.44,587706.979,1053665.9,246.979
T1YB0649,2003-08-18,C016,E800,S375,250.04,587780.286,1053718.351,249.974
T1YB0650,2003-08-18,C018,E575,S750,305.1,587567.8,1053336.121,303.984
T1YB0651,2003-08-18,C019,E625,S750,306.53,587617.773,1053337.773,308.094
T1YB0652,2003-08-18,C019,E600,S750,307,587592.787,1053336.947,307.082
T1YB0653,2003-08-18,C018,E550,S750,304.12,587542.814,1053335.295,306.282
T1YB0654,2003-08-19,C016,E725,S450,254.22,587707.805,1053640.914,254.829
T1YB0655,2003-08-19,C016,E750,S350,234.25,587729.487,1053741.685,233.974
T1YB0656,2003-08-19,C024,E025,S375,219.54,587905.218,1053722.481,222.843
T1YB0657,2003-08-20,C024,E050,S400,222.97,587931.03,1053698.321,226.615
T1YB0658,2003-08-21,C024,E075,S400,223.09,587956.017,1053699.147,223.896
T1YB0659,2003-08-21,C024,E050,S550,259,587935.987,1053548.403,260.155
T1YB0660,2003-08-21,C024,E050,S525,255.45,587935.161,1053573.389,256.571
T1YB0661,2003-08-25,C024,E025,S525,255.81,587910.174,1053572.563,256.721
T1YB0662,2003-08-21,C027,E000,S650,271.49,587889.319,1053446.806,273.841
T1YB0663,2003-08-23,C019,E875,S750,279.31,587867.637,1053346.034,281.756
T1YB0664,2003-08-27,C019,E850,S750,284.85,587842.65,1053345.208,287.158
T1YB0665,2003-08-21,C019,E650,S750,305.47,587642.759,1053338.599,306.387
T1YB0666,2003-08-20,C016,E700,S400,242.2,587681.167,1053690.06,241.249
T1YB0667,2003-08-20,C016,E775,S375,247.72,587755.3,1053717.525,246.874
T1YB0668,2003-08-21,C016,E700,S425,250.48,587681.993,1053665.074,251.393
T1YB0669,2003-08-28,C019,E650,S775,307.57,587643.586,1053313.613,308.386
T1YB0670,2003-08-23,C024,E100,S425,219.83,587981.829,1053674.987,222.788
T1YB0671,2003-08-25,C024,E000,S350,223.19,587879.405,1053746.642,226.368
T1YB0672,2003-08-25,C016,E875,S325,221.78,587853.593,1053770.802,221.612
T1YB0673,2003-08-27,C016,E850,S325,221.03,587828.606,1053769.976,228.381
T1YB0674,2003-08-25,C019,E800,S725,287.07,587791.851,1053368.542,288.601
T1YB0675,2003-08-28,C019,E775,S725,289.9,587766.865,1053367.716,291.343
T1YB0676,2003-08-29,C019,E750,S725,294.36,587741.879,1053366.89,296.291
T1YB0677,2003-08-25,C016,E700,S450,255.48,587682.819,1053640.087,257.255
T1YB0678,2003-08-25,C016,E675,S425,246.81,587657.007,1053664.248,243.77
T1YB0679,2003-08-26,C016,E750,S375,243.08,587730.313,1053716.699,242.356
T1YB0680,2003-08-26,C016,E725,S350,229.68,587704.501,1053740.859,227.332
T1YB0681,2003-08-27,C016,E675,S450,252.04,587657.833,1053639.261,248.853
T1YB0682,2003-08-27,C018,E575,S775,308.38,587568.627,1053311.134,308.352
T1YB0683,2003-08-27,C018,E550,S775,309.7,587543.64,1053310.308,313.058
T1YB0684,2003-08-28,C024,E000,S525,256.15,587885.188,1053571.737,258.643
T1YB0685,2003-08-29,C024,E000,S500,252.99,587884.362,1053596.724,255.091
T1YB0686,2003-08-30,C024,E000,S475,253.19,587883.536,1053621.71,255.906
T1YB0687,2003-08-29,C024,E000,S325,216.92,587878.579,1053771.628,220.465
T1YB0688,2003-08-30,C024,E000,S300,209.43,587877.753,1053796.614,212.496
T1YB0689,2003-09-02,C016,E875,S300,209.53,587852.767,1053795.788,211.732
T1YB0690,2003-08-27,C016,E675,S400,234.42,587656.18,1053689.234,233.06
T1YB0691,2003-08-28,C016,E700,S350,219.38,587679.515,1053740.033,222.038
T1YB0692,2003-08-29,C019,E675,S750,304.77,587667.746,1053339.425,306.02
T1YB0693,2003-08-29,C019,E825,S750,288.33,587817.664,1053344.382,289.48
T1YB0694,2003-09-01,C019,E800,S750,291.89,587792.677,1053343.556,293.691
T1YB0695,2003-09-04,C019,E750,S750,295.16,587742.705,1053341.904,297.37
T1YB0696,2003-08-29,C019,E625,S775,308.15,587618.599,1053312.787,309.625
T1YB0697,2003-08-29,C016,E650,S450,240.77,587632.846,1053638.435,238.295
T1YB0698,2003-08-30,C016,E875,S500,261.76,587859.376,1053595.897,263.679
T1YB0699,2003-09-01,C016,E875,S525,261.27,587860.202,1053570.911,265.262
T1YB0700,2003-09-02,C016,E875,S550,263.43,587861.028,1053545.925,265.253
T1YB0701,2003-08-30,C016,E725,S375,235.67,587705.327,1053715.873,233.712
T1YB0702,2003-08-30,C019,E775,S650,291.74,587764.387,1053442.675,292.316
T1YB0703,2003-09-01,C019,E725,S725,299.55,587716.892,1053366.064,302.842
T1YB0704,2003-09-02,D013,E750,S000,319.45,587747.661,1053191.985,320.904
T1YB0705,2003-08-30,C016,E650,S400,228,587631.194,1053688.408,227.881
T1YB0706,2003-09-01,C019,E600,S800,313.99,587594.439,1053286.974,315.491
T1YB0707,2003-09-01,C019,E625,S800,312.34,587619.425,1053287.8,313.434
T1YB0708,2003-09-02,C018,E575,S800,313.7,587569.453,1053286.148,314.501
T1YB0709,2003-09-02,C018,E550,S800,317.28,587544.466,1053285.322,319.006
T1YB0710,2003-09-02,C016,E675,S350,223.06,587654.528,1053739.207,224
T1YB0711,2003-09-02,C016,E700,S375,232.16,587680.341,1053715.047,232.598
T1YB0712,2003-09-03,C013,E875,S275,202.83,587851.941,1053820.775,207
T1YB0713,2003-09-03,C013,E875,S250,208.25,587851.115,1053845.761,211.365
T1YB0714,2003-09-04,C013,E875,S225,202.95,587850.289,1053870.747,205.524
T1YB0715,2003-09-03,C018,E525,S775,314.09,587518.654,1053309.482,314.089
T1YB0716,2003-09-03,C019,E775,S750,294.42,587767.691,1053342.73,296.014
T1YB0717,2003-09-05,C019,E775,S775,299.63,587768.517,1053317.743,300.681
T1YB0718,2003-09-06,C019,E750,S775,299.79,587743.531,1053316.917,300.684
T1YB0719,2003-09-03,C024,E000,S550,262.1,587886.014,1053546.751,262.889
T1YB0720,2003-09-04,C024,E025,S550,262.44,587911,1053547.577,264.173
T1YB0721,2003-09-06,C024,E025,S575,265.92,587911.827,1053522.591,267.779
T1YB0722,2003-09-03,C019,E650,S800,312.58,587644.412,1053288.626,312.686
T1YB0723,2003-09-03,C019,E675,S775,307.34,587668.572,1053314.439,308.38
T1YB0724,2003-09-04,C018,E575,S825,318.6,587570.279,1053261.162,320.158
T1YB0725,2003-09-04,C019,E600,S825,317.95,587595.265,1053261.988,318.788
T1YB0726,2003-09-04,D013,E775,S000,317.58,587772.648,1053192.812,318.506
T1YB0727,2003-09-08,D013,E800,S000,314.53,587797.634,1053193.638,316.221
T1YB0728,2003-09-09,D013,E825,S000,310.52,587822.62,1053194.464,311.91
T1YB0729,2003-09-04,C016,E650,S350,218.4,587629.542,1053738.381,214.133
T1YB0730,2003-09-04,C018,E500,S825,326.3,587495.32,1053258.683,324.859
T1YB0731,2003-09-05,C018,E550,S825,321.59,587545.292,1053260.336,322.742
T1YB0732,2003-09-05,C021,E000,S250,195.64,587876.101,1053846.587,199.977
T1YB0733,2003-09-06,C013,E875,S200,192.87,587849.462,1053895.734,196.799
T1YB0734,2003-09-17,D013,E625,S000,322.24,587622.73,1053187.855,324.721
T1YB0735,2003-09-05,C016,E675,S375,227.9,587655.354,1053714.22,225.106
T1YB0736,2003-09-06,C019,E625,S825,316.82,587620.251,1053262.814,317.651
T1YB0737,2003-09-06,C019,E675,S800,310.69,587669.398,1053289.453,311.914
T1YB0738,2003-09-08,C019,E650,S825,315.2,587645.238,1053263.64,316.254
T1YB0739,2003-09-08,C019,E875,S650,273.76,587864.332,1053445.979,275.489
T1YB0740,2003-09-10,C027,E000,S625,269.96,587888.492,1053471.792,271.534
T1YB0741,2003-09-10,C019,E875,S625,275.23,587863.506,1053470.966,277.412
T1YB0742,2003-09-08,C016,E650,S325,215.84,587628.716,1053763.367,213.271
T1YB0743,2003-09-09,C018,E575,S850,322.14,587571.105,1053236.175,323.672
T1YB0744,2003-09-08,C019,E775,S800,301.43,587769.343,1053292.757,304.012
T1YB0745,2003-09-08,C019,E775,S825,304.64,587770.169,1053267.771,305.587
T1YB0746,2003-09-10,C019,E750,S850,304.6,587746.009,1053241.958,307.045
T1YB0747,2003-09-11,C019,E750,S825,307.47,587745.183,1053266.944,307.729
T1YB0748,2003-09-09,C019,E600,S850,320.88,587596.091,1053237.002,321.51
T1YB0749,2003-09-09,C018,E525,S800,319.85,587519.48,1053284.496,320.685
T1YB0750,2003-09-10,C018,E500,S850,329.54,587496.146,1053233.697,329.644
T1YB0751,2003-09-10,C019,E625,S850,319.03,587621.078,1053237.828,320.01
T1YB0752,2003-09-11,D013,E850,S000,305.77,587847.607,1053195.29,307.823
T1YB0753,2003-09-12,C019,E825,S875,308.78,587821.794,1053219.45,308.738
T1YB0754,2003-09-17,C019,E800,S875,305.66,587796.808,1053218.624,308.141
T1YB0755,2003-09-11,C019,E675,S825,313.32,587670.224,1053264.466,314.028
T1YB0756,2003-09-11,C019,E650,S850,317.9,587646.064,1053238.654,319
T1YB0757,2003-09-11,C018,E525,S825,324.2,587520.306,1053259.51,325.152
T1YB0758,2003-09-11,C018,E575,S875,324.89,587571.931,1053211.189,326.588
T1YB0759,2003-09-11,C027,E025,S600,267.52,587912.653,1053497.604,269.151
T1YB0760,2003-09-16,C027,E025,S625,264.79,587913.479,1053472.618,267.227
T1YB0761,2003-09-20,C027,E050,S650,264.82,587939.291,1053448.458,267.199
T1YB0762,2003-09-11,C019,E600,S875,322.86,587596.917,1053212.015,324.093
T1YB0763,2003-09-12,C018,E500,S875,338.1,587496.972,1053208.711,336.507
T1YB0764,2003-09-11,C016,E650,S375,218.91,587630.368,1053713.394,217.606
T1YB0765,2003-09-11,C016,E675,S325,218.14,587653.702,1053764.193,218.653
T1YB0766,2003-09-12,C018,E550,S850,324.79,587546.118,1053235.349,326.021
T1YB0767,2003-09-12,C019,E750,S800,304.23,587744.357,1053291.931,305.051
T1YB0768,2003-09-15,C019,E800,S825,299.83,587795.156,1053268.597,301.058
T1YB0769,2003-09-16,C019,E825,S825,297.84,587820.142,1053269.423,297.726
T1YB0770,2003-09-12,C016,E625,S375,212.94,587605.382,1053712.568,215
T1YB0771,2003-09-12,D012,E575,S000,328.25,587572.757,1053186.203,331.168
T1YB0772,2003-09-13,C019,E675,S850,317.87,587671.05,1053239.48,318.595
T1YB0773,2003-09-13,C018,E525,S850,326.24,587521.132,1053234.523,327.69
T1YB0774,2003-09-13,D013,E600,S000,326.31,587597.743,1053187.029,327.603
T1YB0775,2003-09-13,C016,E700,S325,212.88,587678.688,1053765.019,214.668
T1YB0776,2003-09-15,C019,E650,S875,320.36,587646.89,1053213.667,320.583
T1YB0777,2003-09-15,C019,E700,S750,305.59,587692.732,1053340.251,306
T1YB0778,2003-09-15,C019,E625,S875,321.47,587621.904,1053212.841,322.504
T1YB0779,2003-09-16,D013,E600,S025,329.89,587598.569,1053162.042,334.004
T1YB0780,2003-09-16,D012,E500,S000,342.26,587497.798,1053183.724,343.202
T1YB0781,2003-09-15,C016,E725,S325,217.22,587703.675,1053765.845,217.169
T1YB0782,2003-09-16,C019,E675,S875,318.71,587671.876,1053214.493,319.114
T1YB0783,2003-09-16,D012,E575,S025,336.62,587573.583,1053161.216,336.299
T1YB0784,2003-09-20,C027,E075,S650,266.18,587964.277,1053449.284,267.268
T1YB0785,2003-09-23,C027,E000,S725,284.88,587891.797,1053371.846,285.926
T1YB0786,2003-09-24,C027,E025,S725,282.14,587916.783,1053372.673,284.119
T1YB0787,2003-09-17,C019,E825,S800,298.08,587819.316,1053294.409,298.983
T1YB0788,2003-09-18,C019,E850,S825,292.8,587845.128,1053270.249,294.298
T1YB0789,2003-09-20,C019,E850,S800,293.78,587844.302,1053295.235,295.586
T1YB0790,2003-09-18,C019,E775,S875,309.07,587771.822,1053217.798,309.404
T1YB0791,2003-09-19,C019,E750,S875,307.5,587746.835,1053216.972,309.603
T1YB0792,2003-09-20,C019,E775,S850,299.79,587770.996,1053242.784,301.773
T1YB0793,2003-09-17,C018,E550,S875,327.91,587546.944,1053210.363,329.31
T1YB0794,2003-09-19,D013,E600,S050,326.96,587599.395,1053137.056,328.986
T1YB0795,2003-09-17,C018,E525,S875,333.84,587521.958,1053209.537,337.158
T1YB0796,2003-09-18,C016,E750,S325,226.47,587728.661,1053766.671,224.911
T1YB0797,2003-09-19,D012,E575,S050,331.07,587574.409,1053136.23,333.408
T1YB0798,2003-09-19,D012,E500,S025,345.53,587498.624,1053158.738,346.539
T1YB0799,2003-09-19,C016,E775,S325,236.27,587753.647,1053767.498,234.915
T1YB0800,2003-09-20,D013,E675,S000,317.87,587672.702,1053189.507,318.07
T1YB0801,2003-09-20,D012,E550,S000,332.49,587547.771,1053185.377,333.95
T1YB0802,2003-09-20,C019,E700,S775,305.39,587693.558,1053315.265,306.468
T1YB0803,2003-09-20,C016,E800,S325,238.42,587778.634,1053768.324,238.854
T1YB0804,2003-09-22,D012,E525,S000,339.74,587522.784,1053184.551,341.372
T1YB0805,2003-09-22,D013,E600,S075,326.27,587600.222,1053112.07,329.751
T1YB0806,2003-09-22,C019,E875,S800,290.91,587869.289,1053296.061,292.217
T1YB0807,2003-09-23,C027,E000,S800,289.19,587894.275,1053296.887,290.529
T1YB0808,2003-09-25,C027,E025,S800,283.62,587919.262,1053297.714,286.362
T1YB0809,2003-09-22,C019,E800,S850,300.38,587795.982,1053243.61,300.95
T1YB0810,2003-09-23,C019,E825,S850,299.6,587820.968,1053244.436,300.479
T1YB0811,2003-09-24,C019,E850,S850,298.29,587845.955,1053245.263,300.44
T1YB0812,2003-09-24,D012,E500,S050,348.32,587499.45,1053133.752,348.75
T1YB0813,2003-09-24,D012,E575,S075,329.94,587575.235,1053111.244,334.099
T1YB0814,2003-09-24,C019,E700,S800,309.23,587694.384,1053290.279,310.05
T1YB0815,2003-09-24,D013,E675,S025,319.86,587673.529,1053164.521,320.887
T1YB0816,2003-09-24,C016,E825,S325,236.91,587803.62,1053769.15,238.585
T1YB0817,2003-09-25,D012,E525,S025,342.28,587523.61,1053159.564,343.941
T1YB0818,2003-09-27,C027,E050,S725,277.91,587941.77,1053373.499,279.996
T1YB0819,2003-09-30,C027,E000,S750,275.8,587892.623,1053346.86,278
T1YB0820,2003-10-02,C027,E025,S750,277.46,587917.609,1053347.686,275.648
T1YB0821,2003-09-25,C019,E850,S875,300.29,587846.781,1053220.276,304.639
T1YB0822,2003-09-26,D013,E875,S000,300.75,587872.593,1053196.116,302.583
T1YB0823,2003-09-27,C019,E875,S875,296.22,587871.767,1053221.102,299.048
T1YB0824,2003-09-26,D012,E575,S100,332.53,587576.061,1053086.257,334.491
T1YB0825,2003-09-26,C027,E000,S825,280.78,587895.101,1053271.901,282.761
T1YB0826,2003-09-27,C027,E000,S775,282.97,587893.449,1053321.874,285.007
T1YB0827,2003-09-29,C019,E875,S775,286.25,587868.463,1053321.048,286.94
T1YB0828,2003-09-26,D012,E550,S025,337.42,587548.597,1053160.39,340.854
T1YB0829,2003-09-27,D012,E500,S075,350.52,587500.276,1053108.765,351.578
T1YB0830,2003-09-27,C019,E700,S825,312.3,587695.21,1053265.292,313.207
T1YB0831,2003-09-29,D013,E600,S100,331.99,587601.048,1053087.083,332.853
T1YB0832,2003-09-29,D012,E525,S050,344.6,587524.436,1053134.578,346.107
T1YB0833,2003-09-29,D013,E650,S000,317.95,587647.716,1053188.681,320.306
T1YB0834,2003-09-29,C019,E725,S750,302.28,587717.718,1053341.077,303.136
T1YB0835,2003-09-29,C019,E875,S850,291.02,587870.941,1053246.089,293.615
T1YB0836,2003-09-30,C019,E875,S825,286.43,587870.115,1053271.075,288.304
T1YB0837,2003-10-02,C027,E000,S850,285.56,587895.927,1053246.915,289.151
T1YB0838,2003-10-03,C027,E000,S875,285.96,587896.753,1053221.928,290.352
T1YB0839,2003-10-02,C019,E850,S775,286.02,587843.476,1053320.222,288.884
T1YB0840,2003-10-03,C019,E825,S775,290.63,587818.49,1053319.395,293.102
