drillhole,date,block,easting,northing,elev,x,y,z
T3YB6291,2000-10-19,,,,,590610.585,1052646.464,229.124
T3YB6293,2000-10-19,,,,,590532.322,1052743.931,219.163
T3YB6294,2000-10-21,,,,,590557.308,1052744.757,218.554
T3YB6295,2000-10-21,,,,,590582.294,1052745.583,218.026
T3YB6296,2000-10-21,,,,,590663.036,1052573.157,244.56
T3YB6297,2000-10-24,,,,,590663.862,1052548.17,247.402
T3YB6298,2000-10-25,,,,,590664.688,1052523.184,251.575
T3YB6299,2000-10-23,,,,,590558.134,1052719.771,219.117
T3YB6300,2000-10-23,,,,,590583.12,1052720.597,218.663
T3YB6301,2000-10-24,,,,,590583.946,1052695.611,219.21
T3YB6302,2000-10-23,,,,,590660.558,1052648.116,231.926
T3YB6303,2000-10-24,,,,,590685.544,1052648.942,230.635
T3YB6304,2000-10-25,,,,,590710.53,1052649.767,230.545
T3YB6305,2000-10-24,,,,,590608.933,1052696.436,219.878
T3YB6306,2000-10-25,,,,,590608.107,1052721.423,219.027
T3YB6307,2000-10-25,,,,,590607.281,1052746.409,218.198
T3YB6310,2000-10-25,,,,,590735.517,1052650.594,229.814
T3YB6311,2000-10-26,,,,,590759.677,1052676.406,224.788
T3YB6312,2000-10-26,,,,,590784.663,1052677.232,224.011
T3YB6313,2000-10-26,,,,,590606.455,1052771.395,217.515
T3YB6315,2000-10-28,,,,,590633.093,1052722.249,218.714
T3YB6318,2000-10-28,,,,,590632.267,1052747.235,217.702
T3YB6319,2000-10-30,,,,,590631.441,1052772.222,217.303
T3YB6322,2000-10-28,,,,,590808.824,1052703.045,218.11
T3YB6323,2000-10-30,,,,,590833.81,1052703.871,217.157
T3YB6324,2000-10-28,,,,,590665.514,1052498.198,254.077
T3YB6325,2000-10-30,,,,,590666.34,1052473.211,256.356
T3YB6326,2000-11-03,,,,,590667.166,1052448.225,258.848
T3YB6335,2000-10-30,,,,,590834.636,1052678.884,216.744
T3YB6336,2000-10-31,,,,,590835.462,1052653.898,212.363
T3YB6337,2000-11-03,,,,,590810.476,1052653.071,217.846
T3YB6340,2000-11-04,,,,,590809.65,1052678.059,222.926
T3YB6341,2000-11-04,,,,,590785.489,1052652.246,224.792
T3YB6342,2000-11-06,,,,,590761.329,1052626.433,225.757
T3YB6343,2000-11-04,,,,,590640.527,1052497.371,253.838
T3YB6344,2000-11-06,,,,,590641.353,1052472.385,256.966
T3YB6348,2001-01-13,,,,,590615.538,1052496.539,251.609
T3YB6349,2000-11-04,,,,,590653.949,1052848.006,211.254
T3YB6351,2000-11-04,,,,,590655.601,1052798.033,215.976
T3YB6358,2000-11-06,,,,,590656.427,1052773.047,216.756
T3YB6361,2000-11-07,,,,,590762.155,1052601.447,223.169
T3YB6362,2000-11-08,,,,,590786.315,1052627.26,219.235
T3YB6363,2000-11-08,,,,,590760.503,1052651.419,229.764
T3YB6367,2000-11-09,,,,,590680.588,1052798.86,215.533
T3YB6368,2000-11-09,,,,,590679.762,1052823.846,213.387
T3YB6373,2000-11-08,,,,,590589.729,1052520.706,247.145
T3YB6374,2000-11-10,,,,,590638.875,1052547.344,246.691
T3YB6378,2001-11-10,,,,,590703.931,1052849.649,211.69
T3YB6379,2000-11-09,,,,,590736.343,1052625.608,234.389
T3YB6380,2000-11-10,,,,,590711.356,1052624.781,238.061
T3YB6381,2000-11-16,,,,,590686.37,1052623.956,238.772
T3YB6382,2000-11-17,,,,,590661.383,1052623.129,235.556
T3YB6384,2000-11-15,,,,,590705.574,1052799.685,214.025
T3YB6385,2000-11-16,,,,,590706.4,1052774.699,214.776
T3YB6387,2000-11-17,,,,,590683.892,1052698.915,220.074
T3YB6388,2000-11-18,,,,,590708.878,1052699.74,219.377
T3YB6389,2000-11-18,,,,,590687.196,1052598.969,240.64
T3YB6390,2000-11-20,,,,,590712.182,1052599.795,239.359
T3YB6391,2000-11-21,,,,,590738.821,1052550.649,235.708
T3YB6392,2000-11-18,,,,,590708.052,1052724.726,217.309
T3YB6398,2000-11-22,,,,,590739.647,1052525.662,247.452
T3YB6399,2000-11-23,,,,,590713.008,1052574.809,240.986
T3YB6401,2000-11-25,,,,,590688.022,1052573.983,244.351
T3YB6402,2000-12-02,,,,,590688.848,1052548.997,249.034
T3YB6403,2000-12-07,,,,,590689.674,1052524.01,251.558
T3YB6404,2000-11-24,,,,,590758.025,1052726.378,217.428
T3YB6405,2000-11-25,,,,,590783.011,1052727.205,216.789
T3YB6406,2000-12-05,,,,,590807.997,1052728.031,216.082
T3YB6407,2001-01-15,,,,,590616.363,1052471.552,253.889
T3YB6408,2001-01-18,,,,,590618.013,1052421.58,251.773
T3YB6411,2000-12-08,,,,,590713.834,1052549.822,245.522
T3YB6412,2000-12-12,,,,,590714.66,1052524.836,250.935
T3YB6413,2000-12-12,,,,,590715.486,1052499.85,253.473
T3YB6414,2000-12-19,,,,,590690.5,1052499.023,253.522
T3YB6415,2000-12-20,,,,,590691.326,1052474.037,255.611
T3YB6416,2001-01-04,,,,,590692.147,1052449.042,257.594
T3YB6417,2001-01-08,,,,,590717.134,1052449.866,256.678
T3YB6418,2000-12-20,,,,,590638.049,1052572.33,245.463
T3YB6419,2001-01-08,,,,,590613.063,1052571.498,241.032
T3YB6420,2001-01-10,,,,,590613.888,1052546.511,245.683
T3YB6421,2001-01-11,,,,,590614.713,1052521.525,247.957
T3YB6422,2001-01-09,,,,,590716.309,1052474.853,254.841
T3YB6423,2001-01-10,,,,,590767.106,1052451.516,255.35
T3YB6424,2001-01-19,,,,,590742.12,1052450.692,256.785
T3YB6425,2001-01-19,,,,,590617.188,1052446.566,254.411
T3YB6426,2001-01-26,,,,,590591.377,1052470.727,250.415
T3YB6427,2001-02-09,,,,,590659.735,1052673.093,223.731
T3YB6428,2001-01-22,,,,,590766.281,1052476.503,247.962
T3YB6429,2001-01-23,,,,,590741.295,1052475.678,253.723
T3YB6430,2001-01-24,,,,,590740.47,1052500.665,251.175
T3YB6431,2001-01-25,,,,,590757.205,1052751.354,217.37
T3YB6432,2001-01-25,,,,,590756.38,1052776.34,217.093
T3YB6433,2001-01-26,,,,,590755.555,1052801.326,216.75
T3YB6435,2001-01-26,,,,,590765.456,1052501.489,241.242
T3YB6436,2001-01-27,,,,,590764.631,1052526.476,239.554
T3YB6437,2001-01-26,,,,,590754.729,1052826.313,214.447
T3YB6438,2001-01-27,,,,,590778.891,1052852.124,204.299
T3YB6439,2001-01-29,,,,,590779.716,1052827.137,210.096
T3YB6440,2001-01-29,,,,,590763.806,1052551.462,235.041
T3YB6441,2001-01-30,,,,,590788.792,1052552.287,240.006
T3YB6442,2001-01-30,,,,,590789.617,1052527.301,242.613
T3YB6445,2001-02-14,,,,,590590.552,1052495.713,249.964
T3YB6448,2001-01-29,,,,,590780.541,1052802.151,214.976
T3YB6449,2001-01-30,,,,,590781.366,1052777.165,220.602
T3YB6450,2001-01-31,,,,,590782.191,1052752.178,219.917
T3YB6451,2001-02-01,,,,,590806.352,1052777.99,218.93
T3YB6454,2001-01-31,,,,,590790.443,1052502.315,245.184
T3YB6455,2001-02-01,,,,,590815.429,1052503.139,247.182
T3YB6456,2001-02-02,,,,,590814.604,1052528.126,247.81
T3YB6457,2001-02-02,,,,,590831.339,1052778.815,216.646
T3YB6458,2001-02-03,,,,,590830.514,1052803.801,216.456
T3YB6460,2001-02-02,,,,,590813.779,1052553.112,246.306
T3YB6462,2001-02-03,,,,,590839.59,1052528.951,253.322
T3YB6463,2001-02-05,,,,,590840.415,1052503.965,254.435
T3YB6464,2001-02-06,,,,,590841.241,1052478.979,256.354
T3YB6465,2001-02-06,,,,,590842.066,1052453.992,260.147
T3YB6467,2001-02-07,,,,,590584.775,1052670.618,227.372
T3YB6468,2001-02-08,,,,,590609.762,1052671.443,226.735
T3YB6469,2001-02-07,,,,,590816.254,1052478.153,252.969
T3YB6470,2001-02-09,,,,,590791.268,1052477.328,247.929
T3YB6472,2001-02-12,,,,,590459.018,1052691.479,214.113
T3YB6473,2001-02-13,,,,,590531.502,1052768.914,225.265
T3YB6474,2001-02-14,,,,,590539.16,1053294.452,171.335
T3YB6475,2001-02-12,,,,,590787.967,1052577.274,235.502
T3YB6479,2001-02-23,,,,,590416.472,1052464.95,203.391
T3YB6480,2001-02-14,,,,,590837.115,1052603.91,222.753
T3YB6482,2001-02-15,,,,,590787.142,1052602.26,224.961
T3YB6483,2001-02-15,,,,,590677.527,1053649.213,136.018
T3YB6484,2001-02-02,,,,,590679.177,1053599.24,137.538
T3YB6485,2001-02-23,,,,,590654.191,1053598.414,140.168
T3YB6486,2001-02-19,,,,,590811.303,1052628.071,218.555
T3YB6487,2001-02-19,,,,,590836.29,1052628.897,217.256
T3YB6488,2001-02-20,,,,,590792.093,1052452.342,247.798
T3YB6489,2001-02-26,,,,,590415.647,1052489.938,207.111
T3YB6490,2001-02-26,,,,,590414.822,1052514.924,211.756
T3YB6491,2001-02-26,,,,,590629.204,1053597.59,137.294
T3YB6492,2001-02-27,,,,,590604.218,1053596.764,136.425
T3YB6493,2001-02-27,,,,,590413.993,1052539.911,213.022
T3YB6494,2001-02-27,,,,,590413.171,1052564.897,215.426
T3YB6495,2001-02-28,,,,,590438.158,1052565.721,221.932
T3YB6496,2001-02-28,,,,,590579.231,1053595.94,133.308
T3YB6497,2001-03-01,,,,,590554.245,1053595.114,131.626
T3YB6498,2001-03-02,,,,,590529.259,1053594.288,129.709
T3YB6499,2001-03-01,,,,,590438.983,1052540.735,218.32
T3YB6500,2001-03-02,,,,,590439.808,1052515.749,214.602
T3YB6501,2001-03-03,,,,,590440.633,1052490.762,210.385
T3YB6502,2001-03-03,,,,,590530.909,1053544.316,134.94
T3YB6503,2001-03-05,,,,,590580.882,1053545.966,142.537
T3YB6504,2001-03-06,,,,,590532.559,1053494.343,138.728
T3YB6505,2001-03-03,,,,,590441.458,1052465.776,210.212
T3YB6507,2001-03-05,,,,,590466.445,1052466.602,217.021
T3YB6508,2001-03-06,,,,,590464.795,1052516.574,219.003
T3YB6509,2001-03-07,,,,,590463.969,1052541.561,225.473
T3YB6510,2001-03-15,,,,,590467.27,1052441.615,215.078
T3YB6511,2001-03-15,,,,,590417.297,1052439.964,199.206
T3YB6512,2001-03-16,,,,,590517.243,1052443.266,232.324
T3YB6513,2001-03-08,,,,,590463.144,1052566.547,225.402
T3YB6514,2001-03-01,,,,,590488.131,1052567.372,228.772
T3YB6515,2001-03-10,,,,,590488.956,1052542.385,229.988
T3YB6516,2001-03-12,,,,,590489.781,1052517.399,226.035
T3YB6517,2001-03-13,,,,,590491.431,1052467.426,225.188
T3YB6518,2001-03-14,,,,,590492.256,1052442.44,223.903
T3YB6519,2001-03-17,,,,,590515.592,1052493.238,233.626
T3YB6520,2001-03-19,,,,,590514.767,1052518.225,235.143
T3YB6521,2001-03-20,,,,,590513.942,1052543.211,236.004
T3YB6522,2001-03-21,,,,,590627.554,1053647.563,128.258
T3YB6523,2001-03-22,,,,,590577.581,1053645.912,124.948
T3YB6524,2001-03-23,,,,,590525.958,1053694.235,117.167
T3YB6525,2001-03-20,,,,,590628.379,1053622.576,132.378
T3YB6526,2001-03-21,,,,,590513.117,1052568.197,233.956
T3YB6527,2001-03-22,,,,,590538.103,1052569.022,237.279
T3YB6528,2001-03-23,,,,,590538.929,1052544.035,241.968
T3YB6541,2001-04-03,,,,,590588.076,1052570.672,241.075
T3YB6542,2001-04-02,,,,,590588.901,1052545.686,243.859
T3YB6543,2001-04-02,,,,,590563.09,1052569.847,241.104
T3YB6544,2001-04-03,,,,,590563.915,1052544.861,244.1
T3YB6550,2001-04-10,D067,E150,S650,125.12,591612.819,1051788.224,241.86
T3YB6551,2001-04-04,E067,E175,S775,145.8,591638.387,1051663.34,252.986
T3YB6552,2001-04-07,E067,E175,S800,104.69,591638.5,1051638.34,266.482
T3YB6558,2001-04-07,E067,E150,S775,133.64,591613.387,1051663.226,260.862
T3YB6559,2001-04-10,E067,E150,S800,122.62,591613.501,1051638.226,265.714
T3YB6562,2001-04-17,F062,E400,S150,142.17,591864.633,1051389.363,268.924
T3YB6563,2001-04-18,F062,E375,S150,125.36,591839.632,1051389.25,267.971
T3YB6568,2001-04-17,E067,E200,S650,139.46,591662.82,1051788.451,233.148
T3YB6569,2001-04-18,E067,E200,S625,131.8,591662.706,1051813.451,230.652
T3YB6570,2001-04-11,E067,E175,S825,130.45,591638.613,1051613.34,272.046
T3YB6571,2001-04-16,E067,E150,S825,145.13,591613.614,1051613.226,274.353
T3YB6572,2001-04-10,,,,,590539.754,1052519.049,241.915
T3YB6575,2001-04-18,F062,E350,S150,110.15,591814.632,1051389.136,277.698
T3YB6576,2001-04-20,F062,E375,S100,125.86,591839.405,1051439.249,267.108
T3YB6577,2001-04-17,E067,E125,S800,128.44,591588.501,1051638.113,269.584
T3YB6578,2001-04-18,E067,E125,S825,132.98,591588.614,1051613.113,273.521
T3YB6581,2001-04-19,E067,E100,S825,124.71,591563.614,1051613,279.938
T3YB6582,2001-04-20,E067,E075,S825,116.66,591538.614,1051612.887,290.31
T3YB6583,2001-04-20,E067,E250,S625,131.44,591712.705,1051813.679,217.779
T3YB6584,2001-04-23,E067,E225,S600,124.24,591687.592,1051838.564,226.546
T3YB6591,2001-04-21,E068,E400,S875,131.68,591863.838,1051564.361,246.363
T3YB6592,2001-04-23,E068,E350,S850,102.25,591813.725,1051589.134,248.835
T3YB6593,2001-04-21,E067,E225,S725,108.44,591688.159,1051713.566,237
T3YB6594,2001-04-23,E067,E225,S750,135.93,591688.273,1051688.566,244.526
T3YB6595,2001-04-24,E067,E250,S675,114.8,591712.932,1051763.678,228.572
T3YB6596,2001-05-02,E067,E275,S675,124.3,591737.932,1051763.792,231.725
T3YB6597,2001-04-24,E068,E450,S725,119.03,591913.157,1051714.587,210.72
T3YB6598,2001-04-25,E068,E475,S625,130.77,591937.703,1051814.699,189.432
T3YB6599,2001-04-24,E068,E475,S850,121.98,591938.724,1051589.701,234.215
T3YB6600,2001-05-02,E068,E550,S625,95.24,592012.703,1051815.039,179.674
T3YB6602,2001-05-03,F058,E575,S600,112.04,591141.681,1050936.079,465.247
T3YB6603,2001-05-04,F059,E550,S625,108.94,591116.795,1050910.965,463.309
T3YB6606,2001-05-02,E068,E525,S650,122.42,591987.816,1051789.926,187.415
T3YB6607,2001-05-04,F056,E700,S550,118.1,591266.453,1050986.645,439.09
T3YB6608,2001-05-04,F056,E650,S550,125.62,591216.453,1050986.419,450.242
T3YB6609,2001-05-05,F056,E625,S550,105.63,591191.454,1050986.305,455.45
T3YB6610,2001-05-10,F056,E600,S550,100.2,591166.454,1050986.192,458.335
T3YB6611,2001-05-05,F056,E625,S600,112.07,591191.68,1050936.305,461.054
T3YB6612,2001-05-10,F056,E650,S600,101.39,591216.68,1050936.419,455.753
T3YB6613,2001-05-11,F056,E600,S525,111.61,591166.341,1051011.192,455.532
T3YB6614,2001-05-04,F056,E650,S575,89.73,591216.567,1050961.419,453.638
T3YB6615,2001-05-09,F056,E625,S575,101.68,591191.568,1050961.305,458.62
T3YB6616,2001-05-11,F053,E600,S575,108.35,591166.568,1050961.191,461.589
T3YB6623,2001-05-05,F056,E675,S550,98.54,591241.453,1050986.531,443.859
T3YB6624,2001-05-09,F056,E675,S575,87.12,591241.567,1050961.532,444.243
T3YB6625,2001-05-10,F056,E675,S600,122.03,591241.68,1050936.532,446.772
T3YB6626,2001-05-11,F055,E550,S525,120.73,591116.342,1051010.964,458.905
T3YB6627,2001-05-15,F055,E550,S550,88.47,591116.455,1050985.964,459.966
T3YB6628,2001-05-16,F055,E525,S575,123.05,591091.569,1050960.851,457.038
T3YB6629,2001-05-11,F055,E575,S550,101.27,591141.454,1050986.078,459.925
T3YB6630,2001-05-12,F058,E550,S600,108.45,591116.681,1050935.965,463.111
T3YB6631,2001-05-15,F058,E525,S600,109.33,591091.682,1050935.852,456.08
T3YB6632,2001-05-12,F055,E575,S525,92.78,591141.341,1051011.078,457.547
T3YB6633,2001-05-16,F055,E525,S525,93.02,591091.341,1051010.851,448.599
T3YB6634,2001-05-16,F055,E525,S550,95.26,591091.455,1050985.851,450.495
T3YB6635,2001-05-12,F055,E575,S575,93.62,591141.568,1050961.078,461.805
T3YB6636,2001-05-15,F055,E550,S575,92.43,591116.568,1050960.964,461.552
T3YB6637,2001-05-18,F055,E425,S525,100.2,590991.342,1051010.397,432.684
T3YB6638,2001-05-16,F055,E475,S525,93.36,591041.342,1051010.624,433.755
T3YB6639,2001-05-18,F055,E425,S550,81.72,590991.456,1050985.398,436.861
T3YB6640,2001-05-21,F055,E425,S575,88.35,590991.569,1050960.398,444.757
T3YB6641,2001-05-16,F055,E500,S525,80.27,591066.341,1051010.737,441.495
T3YB6642,2001-05-18,F055,E475,S575,90.04,591041.568,1050960.625,449.876
T3YB6643,2001-05-22,F058,E500,S600,81.93,591066.682,1050935.738,452.393
T3YB6644,2001-05-19,F055,E500,S550,115.45,591066.455,1050985.737,446.09
T3YB6645,2001-05-19,F055,E500,S575,90.88,591066.569,1050960.738,447.477
T3YB6646,2001-05-21,F056,E725,S550,86.41,591291.453,1050986.758,431.737
T3YB6650,2001-05-18,F055,E450,S525,110.98,591016.342,1051010.51,433.901
T3YB6651,2001-05-19,F055,E475,S550,104,591041.455,1050985.624,442.319
T3YB6652,2001-05-22,F055,E450,S550,100.96,591016.456,1050985.51,441.066
T3YB6655,2001-05-22,F058,E425,S600,103,590991.683,1050935.398,449.427
T3YB6656,2001-05-23,F058,E450,S600,91.93,591016.683,1050935.511,447.337
T3YB6657,2001-05-24,F056,E725,S575,112.7,591291.566,1050961.759,430.481
T3YB6658,2001-05-23,F058,E475,S600,98.14,591041.682,1050935.625,453.403
T3YB6659,2001-05-23,F056,E750,S550,86.93,591316.452,1050986.872,421.701
T3YB6660,2001-05-24,F056,E775,S550,313.56,591341.452,1050986.985,429.796
T3YB6667,2001-05-22,F055,E450,S575,92.79,591016.569,1050960.511,444.136
T3YB6668,2001-05-23,F056,E700,S575,92.69,591266.567,1050961.646,435.612
T3YB6669,2001-05-24,F059,E750,S625,295.1,591316.793,1050911.873,444.105
T3YB6670,2001-05-23,F056,E700,S600,107.47,591266.68,1050936.646,438.074
T3YB6671,2001-05-26,F059,E725,S650,247.64,591291.906,1050886.759,445.772
T3YB6672,2001-05-28,F059,E725,S675,259.25,591292.02,1050861.76,449.346
T3YB6679,2001-05-25,F056,E775,S600,303.17,591341.679,1050936.986,436.91
T3YB6680,2001-05-25,F056,E750,S600,288.14,591316.679,1050936.873,436.044
T3YB6681,2001-05-28,F056,E825,S600,207.27,591391.678,1050937.212,441.473
T3YB6682,2001-05-25,F056,E725,S600,285.41,591291.679,1050936.759,438.424
T3YB6683,2001-05-26,F059,E850,S625,270.68,591416.792,1050912.327,441.924
T3YB6684,2001-05-28,F059,E825,S650,281.8,591391.906,1050887.213,449.924
T3YB6688,2001-05-25,F056,E775,S575,264.45,591341.566,1050961.985,435.437
T3YB6689,2001-05-26,F056,E750,S575,256.44,591316.566,1050961.872,427.091
T3YB6690,2001-05-29,F059,E775,S650,270.06,591341.905,1050886.986,453.149
T3YB6694,2001-05-29,F056,E875,S575,287.05,591441.565,1050962.439,432.553
T3YB6695,2001-05-30,F064,E000,S675,327.69,591467.018,1050862.554,448.879
T3YB6696,2001-05-31,F064,E025,S550,174.72,591491.451,1050987.666,425.336
T3YB6699,2001-06-02,F059,E600,S650,375.29,591166.908,1050886.192,467.467
T3YB6700,2001-05-30,F059,E825,S675,349.33,591392.019,1050862.213,449.269
T3YB6701,2001-05-31,F059,E800,S675,180.39,591367.019,1050862.1,453.589
T3YB6702,2001-06-02,F059,E800,S700,139.41,591367.133,1050837.101,457.491
T3YB6703,2001-05-29,F059,E725,S625,355.73,591291.793,1050911.759,442.785
T3YB6704,2001-05-30,F059,E700,S625,378,591266.793,1050911.646,447.838
T3YB6705,2001-05-31,F059,E700,S650,183.12,591266.906,1050886.647,453.415
T3YB6709,2001-05-29,F059,E800,S650,334.8,591366.906,1050887.1,452.53
T3YB6710,2001-06-04,F058,E600,S625,136.37,591166.795,1050911.192,468.97
T3YB6711,2001-05-30,F053,E775,S675,403.49,591342.019,1050861.986,458.439
T3YB6712,2001-06-04,F067,E125,S700,137.67,591592.13,1050838.121,434.107
T3YB6713,2001-05-31,F064,E000,S550,163.85,591466.45,1050987.552,431.504
T3YB6714,2001-06-01,F056,E875,S550,151.47,591441.451,1050987.439,429.695
T3YB6715,2001-06-04,F056,E875,S525,138.74,591441.338,1051012.438,428.709
T3YB6716,2001-06-01,F059,E675,S650,142.16,591241.907,1050886.533,452.168
T3YB6717,2001-06-02,F059,E725,S700,134.74,591292.133,1050836.76,457.232
T3YB6718,2001-06-04,F059,E750,S700,135.36,591317.134,1050836.874,459.677
T3YB6719,2001-06-05,F059,E775,S700,266.37,591342.133,1050836.987,461.247
T3YB6723,2001-06-04,F056,E875,S500,77.33,591441.224,1051037.439,419.757
T3YB6724,2001-06-05,F056,E850,S525,268.66,591416.338,1051012.325,429.938
T3YB6725,2001-06-06,F056,E875,S475,267.33,591441.111,1051062.439,419.537
T3YB6732,2001-06-04,F059,E625,S625,110.68,591191.794,1050911.306,462.128
T3YB6733,2001-06-05,F059,E650,S625,269.12,591216.794,1050911.418,452.071
T3YB6734,2001-06-06,F059,E675,S625,260.49,591241.794,1050911.532,444.265
T3YB6735,2001-06-04,F059,E800,S725,261.44,591367.246,1050812.101,463.926
T3YB6736,2001-06-06,F059,E800,S750,265.33,591367.36,1050787.101,459.157
T3YB6737,2001-06-16,F064,E050,S450,258.22,591515.996,1051087.778,420.007
T3YB6738,2001-06-06,F067,E050,S775,265.16,591517.471,1050762.782,459.815
T3YB6739,2001-06-08,F067,E025,S775,259.58,591492.471,1050762.668,463.617
T3YB6740,2001-06-09,F067,E000,S775,267.29,591467.471,1050762.555,465.338
T3YB6741,2001-06-05,F056,E850,S475,268.72,591416.111,1051062.325,418.928
T3YB6742,2001-06-09,F056,E875,S450,270.7,591440.997,1051087.438,411.658
T3YB6743,2001-06-11,F064,E000,S475,270.15,591466.111,1051062.552,418.992
T3YB6746,2001-06-21,F064,E125,S450,261.26,591590.996,1051088.119,411.007
T3YB6747,2001-06-22,F064,E125,S475,272.18,591591.109,1051063.119,407.025
T3YB6748,2001-06-23,F064,E100,S500,274.2,591566.224,1051038.005,413.389
T3YB6749,2001-06-07,F059,E650,S650,262.22,591216.907,1050886.419,455.944
T3YB6750,2001-06-08,F059,E625,S650,264.45,591191.907,1050886.306,462.003
T3YB6751,2001-06-09,F059,E650,S675,271.21,591217.021,1050861.419,461.611
T3YB6753,2001-06-13,F056,E825,S525,269.48,591391.338,1051012.211,425.191
T3YB6754,2001-06-14,F056,E850,S500,256.31,591416.224,1051037.325,425.108
T3YB6755,2001-06-15,F056,E825,S500,272.01,591391.225,1051037.211,420.369
T3YB6756,2001-06-15,F056,E800,S525,271.5,591366.339,1051012.099,424.61
T3YB6757,2001-06-18,F056,E800,S550,271.34,591366.452,1050987.099,429.789
T3YB6758,2001-06-13,F064,E000,S500,264.65,591466.225,1051037.552,421.203
T3YB6759,2001-06-14,F064,E025,S500,269.32,591491.224,1051037.666,423.619
T3YB6760,2001-06-15,F064,E025,S475,270.17,591491.111,1051062.665,420.973
T3YB6761,2001-06-16,F064,E025,S450,253.61,591490.997,1051087.665,416.613
T3YB6762,2001-06-11,F059,E625,S700,268.48,591192.134,1050836.306,469.168
T3YB6763,2001-06-14,F059,E625,S725,265.1,591192.248,1050811.307,474.522
T3YB6764,2001-06-15,F059,E650,S725,266.39,591217.248,1050811.42,475.565
T3YB6765,2001-06-16,F059,E675,S750,264.63,591242.36,1050786.534,476.881
T3YB6766,2001-06-11,F059,E875,S775,268.72,591442.472,1050762.441,464.955
T3YB6767,2001-06-13,F059,E850,S775,251.91,591417.472,1050762.328,465.076
T3YB6768,2001-06-14,F059,E825,S775,271.62,591392.472,1050762.214,466.059
T3YB6769,2001-06-14,F059,E800,S775,272.23,591367.473,1050762.101,465.732
T3YB6770,2001-06-15,F059,E775,S775,257.02,591342.473,1050761.988,464.597
T3YB6771,2001-06-16,F059,E750,S775,269.38,591317.473,1050761.874,465.035
T3YB6772,2001-06-18,F059,E725,S775,273.25,591292.473,1050761.761,466.831
T3YB6773,2001-06-20,F059,E725,S750,270.26,591292.361,1050786.761,469.285
T3YB6774,2001-06-18,F059,E650,S750,273.36,591217.361,1050786.42,479.923
T3YB6775,2001-06-23,F059,E625,S750,270.59,591192.362,1050786.307,484.177
T3YB6776,2001-06-25,F059,E625,S675,266.14,591192.021,1050861.306,469.71
T3YB6777,2001-06-20,F056,E825,S550,266.98,591391.451,1050987.212,432.044
T3YB6778,2001-06-21,F056,E850,S550,261.1,591416.452,1050987.326,433.77
T3YB6779,2001-06-22,F056,E800,S600,274.35,591366.679,1050937.099,442.861
T3YB6780,2001-06-18,F064,E050,S425,273.13,591515.883,1051112.778,416.415
T3YB6781,2001-06-20,F064,E025,S425,265.05,591490.884,1051112.665,413.239
T3YB6782,2001-06-21,F064,E000,S450,264.94,591465.997,1051087.551,416.586
T3YB6783,2001-06-21,F059,E750,S750,268.16,591317.36,1050786.873,468.231
T3YB6784,2001-06-23,F059,E775,S750,260.1,591342.36,1050786.987,463.797
T3YB6785,2001-06-25,F059,E775,S725,261.52,591342.246,1050811.987,463.813
T3YB6786,2001-06-22,F064,E000,S425,275.23,591465.884,1051112.551,411.085
